27	0.0302218	0.0311021	0.03178325	0.0333588	0.03459055	0.0330555
30	0.04385685	0.04224985	0.0427861	0.0435869	0.04499205	0.04495165
32	0.0622168	0.06271545	0.0657499	0.06774865	0.06746045	0.0659137
35	0.117309	0.1221825	0.1316205	0.12746255	0.1277738	0.13241375
37	0.57772105	0.5943765	0.6169744	0.63778825	0.63791595	0.658999
40						
