27	0.03483755	0.0325087	0.03573525	0.03427615	0.035484	0.03701085
30	0.0642209	0.06344705	0.0657708	0.0694099	0.06769495	0.06973995
32	0.09005735	0.09058045	0.09497855	0.0980881	0.09596375	0.1018088
35	0.11876105	0.119643	0.1290556	0.1252951	0.1293328	0.13084605
37	0.14492635	0.15087135	0.1641631	0.15457115	0.16280905	0.1622224
40						
